"cog","subject","sex","r","c","part"
3296.413762939177,"s028",f,5,1,"informal"
7021.03921767402,"s028",f,5,1,"informal"
3759.6622369045963,"s028",f,5,1,"informal"
6953.40351906861,"s028",f,5,1,"informal"
5619.585302831771,"s028",f,5,1,"informal"
1680.2253063891044,"s028",f,5,1,"informal"
5349.691138192381,"s028",f,5,1,"informal"
6013.314293054442,"s028",f,5,1,"informal"
1388.2010480095487,"s028",f,5,1,"informal"
6040.916479038052,"s028",f,5,1,"informal"
5042.5923111917,"s028",f,5,1,"informal"
6141.890754773754,"s028",f,5,1,"informal"
6169.768707183646,"s028",f,5,1,"informal"
5544.416819514616,"s028",f,5,1,"informal"
4871.077252604131,"s028",f,5,1,"informal"
5809.58170413545,"s028",f,5,1,"informal"
5538.304724326667,"s028",f,5,1,"informal"
6418.901896387372,"s028",f,5,1,"informal"
5449.12233571062,"s028",f,5,1,"informal"
3170.435054956658,"s028",f,5,1,"informal"
6938.412353085602,"s028",f,5,1,"informal"
5718.363017270064,"s028",f,5,1,"informal"
4077.6494519380103,"s028",f,5,1,"informal"
5938.306394248488,"s028",f,5,1,"informal"
4445.810077080552,"s028",f,5,1,"informal"
6680.374652436302,"s028",f,5,1,"informal"
5460.8464391838,"s028",f,5,1,"informal"
6859.327473478412,"s028",f,5,1,"informal"
5591.285149341936,"s028",f,5,1,"informal"
960.2965373034884,"s028",f,5,1,"informal"
2668.17195820549,"s028",f,5,1,"l1"
4889.0543825427985,"s028",f,5,1,"l1"
4447.722336429876,"s028",f,5,1,"l1"
441.5324691021961,"s028",f,5,1,"l1"
2986.046175381401,"s028",f,5,1,"l1"
5436.63472795637,"s028",f,5,1,"l1"
5439.2600233469775,"s028",f,5,1,"l1"
2032.5603767291086,"s028",f,5,1,"l1"
4922.269767718552,"s028",f,5,1,"l1"
4952.328913973319,"s028",f,5,1,"l1"
5581.435375138908,"s028",f,5,1,"l1"
1523.3834848279046,"s028",f,5,1,"l1"
1281.1023993496738,"s028",f,5,1,"l1"
5058.386074093507,"s028",f,5,1,"l1"
4951.411412427538,"s028",f,5,1,"l1"
5021.227919390595,"s028",f,5,1,"l1"
4883.839969316773,"s028",f,5,1,"l1"
5473.163446416118,"s028",f,5,1,"l1"
5029.557962731992,"s028",f,5,1,"l1"
7055.672949067702,"s028",f,5,1,"l1"
5071.901186853781,"s028",f,5,1,"l1"
5397.051876316212,"s028",f,5,1,"l1"
6433.332214201198,"s028",f,5,1,"l1"
3697.6244339881196,"s028",f,5,1,"l1"
5960.45244960483,"s028",f,5,1,"l1"
2649.741405552379,"s028",f,5,1,"l1"
4867.947844265882,"s028",f,5,1,"l1"
5697.112387381635,"s028",f,5,1,"l1"
317.6336990793152,"s028",f,5,1,"l1"
6444.258043226837,"s028",f,5,1,"l1"
6164.418682991269,"s028",f,5,1,"l1"
4111.529098561082,"s028",f,5,1,"l1"
7491.376281253931,"s029",f,1,1,"informal"
5481.651201855723,"s029",f,1,1,"informal"
8465.172518886287,"s029",f,1,1,"informal"
8725.257557026118,"s029",f,1,1,"informal"
7654.517489537593,"s029",f,1,1,"informal"
9083.734557440832,"s029",f,1,1,"informal"
6799.356607027468,"s029",f,1,1,"informal"
4840.604994132061,"s029",f,1,1,"informal"
5896.360712786112,"s029",f,1,1,"informal"
11159.165751773435,"s029",f,1,1,"informal"
9646.843645097086,"s029",f,1,1,"informal"
4356.162856299078,"s029",f,1,1,"informal"
7416.697554387464,"s029",f,1,1,"informal"
8971.060442310938,"s029",f,1,1,"informal"
9370.653486793044,"s029",f,1,1,"informal"
7329.334055146563,"s029",f,1,1,"informal"
6950.751847405917,"s029",f,1,1,"informal"
7444.758167665524,"s029",f,1,1,"informal"
6534.067036351408,"s029",f,1,1,"informal"
7734.521830745463,"s029",f,1,1,"informal"
7653.028272496759,"s029",f,1,1,"informal"
7215.461981698073,"s029",f,1,1,"informal"
5867.119516488017,"s029",f,1,1,"informal"
8092.309458273427,"s029",f,1,1,"informal"
6396.470145424632,"s029",f,1,1,"informal"
6248.153338630003,"s029",f,1,1,"informal"
8590.399338915455,"s029",f,1,1,"informal"
8378.168195052036,"s029",f,1,1,"informal"
6877.476166032371,"s029",f,1,1,"informal"
7444.385956516246,"s029",f,1,1,"informal"
7469.614541648039,"s029",f,1,1,"informal"
8337.545664436442,"s029",f,1,1,"informal"
7395.064745605093,"s029",f,1,1,"informal"
8463.859308678695,"s029",f,1,1,"informal"
8260.281676563416,"s029",f,1,1,"informal"
8551.14752551292,"s029",f,1,1,"informal"
7350.854787484289,"s029",f,1,1,"informal"
6226.01822306309,"s029",f,1,1,"informal"
7038.246303233952,"s029",f,1,1,"informal"
5799.918126212199,"s029",f,1,1,"informal"
6155.708514165644,"s029",f,1,1,"informal"
5308.801035157095,"s029",f,1,1,"informal"
6988.497606475434,"s029",f,1,1,"informal"
9131.808594744985,"s029",f,1,1,"informal"
8734.903193661574,"s029",f,1,1,"informal"
6918.0220657629225,"s029",f,1,1,"informal"
7533.607752563373,"s029",f,1,1,"informal"
8155.449179607578,"s029",f,1,1,"informal"
6658.163656252142,"s029",f,1,1,"informal"
4992.891340918232,"s029",f,1,1,"informal"
7755.700843807695,"s029",f,1,1,"informal"
7207.785139952905,"s029",f,1,1,"informal"
4468.712058470997,"s029",f,1,1,"informal"
5480.264373661391,"s029",f,1,1,"informal"
9800.864995414506,"s029",f,1,1,"informal"
5638.791331054098,"s029",f,1,1,"l1"
5419.643382280244,"s029",f,1,1,"l1"
5636.489936706746,"s029",f,1,1,"l1"
6021.954755291733,"s029",f,1,1,"l1"
7356.13044465126,"s029",f,1,1,"l1"
3859.4178515520157,"s029",f,1,1,"l1"
6334.055650633785,"s029",f,1,1,"l1"
5588.822132180817,"s029",f,1,1,"l1"
6572.984471171784,"s029",f,1,1,"l1"
4108.100964395558,"s029",f,1,1,"l1"
4750.296144958307,"s029",f,1,1,"l1"
4984.835613792386,"s029",f,1,1,"l1"
5404.740112702973,"s029",f,1,1,"l1"
4456.313006407761,"s029",f,1,1,"l1"
4790.257687756104,"s029",f,1,1,"l1"
5377.005239134938,"s029",f,1,1,"l1"
4794.54065691524,"s029",f,1,1,"l1"
5648.842226162943,"s029",f,1,1,"l1"
4078.006922466647,"s029",f,1,1,"l1"
5361.537900875768,"s029",f,1,1,"l1"
4895.306667755432,"s029",f,1,1,"l1"
5037.7148162979065,"s029",f,1,1,"l1"
4076.6451560753303,"s029",f,1,1,"l1"
5865.502807987428,"s029",f,1,1,"l1"
5154.476032831621,"s029",f,1,1,"l1"
5608.084553146411,"s029",f,1,1,"l1"
4629.900349377989,"s029",f,1,1,"l1"
6572.167151285055,"s029",f,1,1,"l1"
5164.645587839351,"s029",f,1,1,"l1"
5315.753114599483,"s029",f,1,1,"l1"
4104.748866927222,"s029",f,1,1,"l1"
5402.741245318345,"s029",f,1,1,"l1"
6286.2405399488025,"s029",f,1,1,"l1"
5322.83948159504,"s029",f,1,1,"l1"
4853.34219504841,"s029",f,1,1,"l1"
4836.005968035567,"s029",f,1,1,"l1"
4900.720033439987,"s029",f,1,1,"l1"
5299.57134795022,"s029",f,1,1,"l1"
6363.166531067361,"s029",f,1,1,"l1"
5753.286846674408,"s029",f,1,1,"l1"
5198.966677944702,"s029",f,1,1,"l1"
5229.285766518595,"s029",f,1,1,"l1"
5251.292800059162,"s029",f,1,1,"l1"
4730.496494551125,"s029",f,1,1,"l1"
5478.858458738157,"s029",f,1,1,"l1"
5458.3271430066025,"s029",f,1,1,"l1"
5703.935776376126,"s029",f,1,1,"l1"
4959.76408000925,"s029",f,1,1,"l1"
4986.036036763606,"s029",f,1,1,"l1"
3711.5568480500733,"s029",f,1,1,"l1"
5819.491538450272,"s029",f,1,1,"l1"
5340.11764930421,"s029",f,1,1,"l1"
5883.759161409006,"s029",f,1,1,"l1"
5352.679196033567,"s029",f,1,1,"l1"
6198.794992948226,"s029",f,1,1,"l1"
5931.8249460460775,"s029",f,1,1,"l1"
5673.510085996327,"s029",f,1,1,"l1"
5669.467774503169,"s029",f,1,1,"l1"
5548.482236895092,"s029",f,1,1,"l1"
5295.562938793346,"s029",f,1,1,"l1"
4675.3100920082115,"s029",f,1,1,"l1"
5876.07038346784,"s029",f,1,1,"l1"
5096.2849250847885,"s029",f,1,1,"l1"
5468.504887486165,"s029",f,1,1,"l1"
5679.371526563006,"s029",f,1,1,"l1"
4957.325591615788,"s029",f,1,1,"l1"
5976.645628497507,"s029",f,5,1,"informal"
6739.669773270524,"s029",f,5,1,"informal"
6579.142369043128,"s029",f,5,1,"informal"
5904.025671273067,"s029",f,5,1,"informal"
6241.790228701207,"s029",f,5,1,"informal"
4711.648092320253,"s029",f,5,1,"informal"
5154.495519745284,"s029",f,5,1,"informal"
6337.458594087846,"s029",f,5,1,"informal"
2238.1677986816767,"s029",f,5,1,"informal"
7168.160430928821,"s029",f,5,1,"informal"
5742.973011301947,"s029",f,5,1,"informal"
2631.1936537697215,"s029",f,5,1,"informal"
5227.206382196721,"s029",f,5,1,"informal"
5920.0313704259315,"s029",f,5,1,"informal"
5735.898009447416,"s029",f,5,1,"informal"
5778.100393298241,"s029",f,5,1,"informal"
6383.268797141341,"s029",f,5,1,"informal"
6969.337117113997,"s029",f,5,1,"informal"
6590.944129348316,"s029",f,5,1,"informal"
6434.303426694069,"s029",f,5,1,"informal"
6608.53765677941,"s029",f,5,1,"informal"
5834.729901989522,"s029",f,5,1,"informal"
6583.926514470112,"s029",f,5,1,"informal"
6034.713060351174,"s029",f,5,1,"informal"
5675.766241430465,"s029",f,5,1,"informal"
5980.509021297062,"s029",f,5,1,"informal"
6238.803612541736,"s029",f,5,1,"informal"
7106.42296208926,"s029",f,5,1,"informal"
5696.7314023637355,"s029",f,5,1,"informal"
6323.953327242418,"s029",f,5,1,"informal"
5815.226161700859,"s029",f,5,1,"informal"
6503.74168656732,"s029",f,5,1,"informal"
6087.057879049066,"s029",f,5,1,"informal"
5971.716274386071,"s029",f,5,1,"informal"
4566.286666823005,"s029",f,5,1,"informal"
5674.143195025241,"s029",f,5,1,"informal"
5684.574432020376,"s029",f,5,1,"informal"
7204.078479840477,"s029",f,5,1,"informal"
4974.658220711532,"s029",f,5,1,"informal"
5332.481141050261,"s029",f,5,1,"informal"
5329.481814696681,"s029",f,5,1,"informal"
7623.2125544229575,"s029",f,5,1,"informal"
5995.090327460048,"s029",f,5,1,"informal"
6072.56721461664,"s029",f,5,1,"informal"
5524.460511983766,"s029",f,5,1,"informal"
6145.354231249174,"s029",f,5,1,"informal"
6579.693620050584,"s029",f,5,1,"informal"
5764.051479192754,"s029",f,5,1,"informal"
6750.633667994446,"s029",f,5,1,"informal"
5585.1805357903195,"s029",f,5,1,"informal"
6427.257725873006,"s029",f,5,1,"l1"
6589.073703279563,"s029",f,5,1,"l1"
4554.426988197811,"s029",f,5,1,"l1"
4798.799671375167,"s029",f,5,1,"l1"
6604.033622894178,"s029",f,5,1,"l1"
5145.1258900713065,"s029",f,5,1,"l1"
5250.290095863652,"s029",f,5,1,"l1"
6865.984042007436,"s029",f,5,1,"l1"
5228.745719174258,"s029",f,5,1,"l1"
1672.3175205061782,"s029",f,5,1,"l1"
4920.923302889072,"s029",f,5,1,"l1"
5783.319639685423,"s029",f,5,1,"l1"
5109.796345613057,"s029",f,5,1,"l1"
4663.182528798402,"s029",f,5,1,"l1"
5519.022082408199,"s029",f,5,1,"l1"
5829.183124673218,"s029",f,5,1,"l1"
6570.282461563369,"s029",f,5,1,"l1"
5960.863974445172,"s029",f,5,1,"l1"
4933.496947335577,"s029",f,5,1,"l1"
6508.506278813437,"s029",f,5,1,"l1"
4323.302142905597,"s029",f,5,1,"l1"
6228.843773663985,"s029",f,5,1,"l1"
5917.981543427304,"s029",f,5,1,"l1"
5557.26867567868,"s029",f,5,1,"l1"
6579.6786386180465,"s029",f,5,1,"l1"
5156.351527570974,"s029",f,5,1,"l1"
4795.968603550366,"s029",f,5,1,"l1"
6184.387097378573,"s029",f,5,1,"l1"
5643.68472186199,"s029",f,5,1,"l1"
5770.689064347212,"s029",f,5,1,"l1"
4792.762042686068,"s029",f,5,1,"l1"
4861.911787158537,"s029",f,5,1,"l1"
4390.1767042719,"s029",f,5,1,"l1"
3685.02046359278,"s029",f,5,1,"l1"
6007.557836227673,"s029",f,5,1,"l1"
6033.5655971614315,"s029",f,5,1,"l1"
6666.883449596995,"s029",f,5,1,"l1"
5589.176192980783,"s029",f,5,1,"l1"
5618.419407104845,"s029",f,5,1,"l1"
5438.835892452248,"s029",f,5,1,"l1"
3280.748135855344,"s029",f,5,1,"l1"
7164.681880094772,"s029",f,5,1,"l1"
5120.871083247225,"s029",f,5,1,"l1"
6818.736889081348,"s029",f,5,1,"l1"
6906.623152245497,"s029",f,5,1,"l1"
6223.347610225679,"s029",f,5,1,"l1"
4981.521290537082,"s029",f,5,1,"l1"
5633.92639155712,"s029",f,5,1,"l1"
5853.3773923681165,"s029",f,5,1,"l1"
6409.213378783711,"s029",f,5,1,"l1"
6039.048177449226,"s029",f,5,1,"l1"
6690.832959359444,"s029",f,5,1,"l1"
5040.989157806437,"s029",f,5,1,"l1"
7684.449268554222,"s029",f,5,1,"l1"
7625.091667916298,"s038",f,1,1,"informal"
5080.298034542987,"s038",f,1,1,"informal"
7138.07097653885,"s038",f,1,1,"informal"
6762.144844794778,"s038",f,1,1,"informal"
5203.962913228599,"s038",f,1,1,"informal"
5173.579476603928,"s038",f,1,1,"informal"
7737.919185011123,"s038",f,1,1,"informal"
6409.991174908536,"s038",f,1,1,"informal"
3300.484000533064,"s038",f,1,1,"informal"
7681.342723280833,"s038",f,1,1,"informal"
3880.005962327392,"s038",f,1,1,"informal"
5267.749107480627,"s038",f,1,1,"informal"
6723.830780864901,"s038",f,1,1,"informal"
6903.81154839662,"s038",f,1,1,"informal"
5090.351781489873,"s038",f,1,1,"informal"
5632.866358434382,"s038",f,1,1,"informal"
7126.825701712292,"s038",f,1,1,"informal"
7055.794993709154,"s038",f,1,1,"informal"
5305.122839748702,"s038",f,1,1,"informal"
6148.715645568676,"s038",f,1,1,"informal"
6048.701704890583,"s038",f,1,1,"informal"
6603.734820151121,"s038",f,1,1,"informal"
6202.148087969216,"s038",f,1,1,"informal"
7273.041949245486,"s038",f,1,1,"informal"
7469.030363433049,"s038",f,1,1,"informal"
6701.0864990154205,"s038",f,1,1,"informal"
6789.419235706324,"s038",f,1,1,"informal"
3577.31854015985,"s038",f,1,1,"informal"
5916.595522800319,"s038",f,1,1,"informal"
4682.362896451934,"s038",f,1,1,"informal"
5827.916525097781,"s038",f,1,1,"informal"
6588.493085553433,"s038",f,1,1,"informal"
5679.068641993559,"s038",f,1,1,"informal"
5762.249523514565,"s038",f,1,1,"informal"
6850.275067643108,"s038",f,1,1,"informal"
3447.984021090249,"s038",f,1,1,"informal"
6217.938401930194,"s038",f,1,1,"informal"
6353.877212960044,"s038",f,1,1,"informal"
6113.106678930191,"s038",f,1,1,"informal"
6954.738550632772,"s038",f,1,1,"informal"
7413.292661734974,"s038",f,1,1,"informal"
6828.618065930443,"s038",f,1,1,"informal"
6438.439671666726,"s038",f,1,1,"informal"
6731.722677309271,"s038",f,1,1,"informal"
6694.5648255721735,"s038",f,1,1,"informal"
6846.239649958808,"s038",f,1,1,"informal"
7454.427168295202,"s038",f,1,1,"informal"
5833.244095212561,"s038",f,1,1,"informal"
5778.86592281028,"s038",f,1,1,"informal"
6081.333619402155,"s038",f,1,1,"informal"
6474.671627318645,"s038",f,1,1,"informal"
6273.857590317389,"s038",f,1,1,"informal"
5808.973382703739,"s038",f,1,1,"informal"
7498.172871953782,"s038",f,1,1,"informal"
7945.9039823472585,"s038",f,1,1,"informal"
4489.326231671067,"s038",f,1,1,"informal"
6654.346440449316,"s038",f,1,1,"informal"
5680.609497033769,"s038",f,1,1,"informal"
6312.16499904626,"s038",f,1,1,"l1"
4578.885601839659,"s038",f,1,1,"l1"
5239.462664262749,"s038",f,1,1,"l1"
5765.893362168274,"s038",f,1,1,"l1"
5232.160675317701,"s038",f,1,1,"l1"
5329.27331071119,"s038",f,1,1,"l1"
4949.1972988657435,"s038",f,1,1,"l1"
5003.2274473039415,"s038",f,1,1,"l1"
4234.630035511715,"s038",f,1,1,"l1"
4326.815184961092,"s038",f,1,1,"l1"
5191.838589143014,"s038",f,1,1,"l1"
4924.990455391473,"s038",f,1,1,"l1"
3987.973779417118,"s038",f,1,1,"l1"
5764.952230348062,"s038",f,1,1,"l1"
5025.640877315115,"s038",f,1,1,"l1"
5326.704162003329,"s038",f,1,1,"l1"
4452.951451392502,"s038",f,1,1,"l1"
3646.3204088729067,"s038",f,1,1,"l1"
6209.126401416481,"s038",f,1,1,"l1"
5957.831680094321,"s038",f,1,1,"l1"
6404.966665133765,"s038",f,1,1,"l1"
4492.778079442467,"s038",f,1,1,"l1"
4196.090874344353,"s038",f,1,1,"l1"
5093.988201490876,"s038",f,1,1,"l1"
4079.1358417425245,"s038",f,1,1,"l1"
2326.8734724419214,"s038",f,1,1,"l1"
4095.75827491057,"s038",f,1,1,"l1"
5821.361350274801,"s038",f,5,1,"informal"
6600.5761181832095,"s038",f,5,1,"informal"
5465.124700775211,"s038",f,5,1,"informal"
5094.9786899828305,"s038",f,5,1,"informal"
4648.61870666413,"s038",f,5,1,"informal"
5471.82774230147,"s038",f,5,1,"informal"
6498.099220450902,"s038",f,5,1,"informal"
6155.346287047383,"s038",f,5,1,"informal"
6791.5191862205675,"s038",f,5,1,"informal"
6937.282239931859,"s038",f,5,1,"informal"
7053.012150684432,"s038",f,5,1,"informal"
6029.145873881625,"s038",f,5,1,"informal"
7181.7698641809675,"s038",f,5,1,"informal"
7050.836351949586,"s038",f,5,1,"informal"
2847.3120422288985,"s038",f,5,1,"informal"
5325.758797659224,"s038",f,5,1,"informal"
6426.464256975389,"s038",f,5,1,"informal"
5206.692852492989,"s038",f,5,1,"informal"
6658.164946584728,"s038",f,5,1,"informal"
6236.504099586948,"s038",f,5,1,"informal"
4868.717280745698,"s038",f,5,1,"informal"
3674.7178638131154,"s038",f,5,1,"informal"
5617.857306499649,"s038",f,5,1,"informal"
6128.822056120399,"s038",f,5,1,"informal"
5878.648570429229,"s038",f,5,1,"informal"
3618.505674322723,"s038",f,5,1,"informal"
7114.1423831751945,"s038",f,5,1,"informal"
7061.037545815979,"s038",f,5,1,"informal"
6343.784316633702,"s038",f,5,1,"informal"
6867.450129971662,"s038",f,5,1,"informal"
5626.155243406339,"s038",f,5,1,"informal"
7510.286651690841,"s038",f,5,1,"informal"
4250.736010391433,"s038",f,5,1,"informal"
6916.5291744573005,"s038",f,5,1,"informal"
3404.3740002163445,"s038",f,5,1,"informal"
6419.875880718592,"s038",f,5,1,"informal"
5876.1569887561145,"s038",f,5,1,"informal"
7280.534455197602,"s038",f,5,1,"informal"
4820.297852672636,"s038",f,5,1,"informal"
6190.6334256237105,"s038",f,5,1,"informal"
7586.787389699617,"s038",f,5,1,"informal"
6796.4627617026645,"s038",f,5,1,"informal"
6444.113127528416,"s038",f,5,1,"informal"
6325.283012746417,"s038",f,5,1,"informal"
5722.3496171777515,"s038",f,5,1,"informal"
7391.4749518048675,"s038",f,5,1,"informal"
6383.852697596188,"s038",f,5,1,"informal"
5411.073344299799,"s038",f,5,1,"informal"
6081.938450324707,"s038",f,5,1,"informal"
3246.288824942833,"s038",f,5,1,"informal"
2509.252103628658,"s038",f,5,1,"informal"
4473.449705274882,"s038",f,5,1,"l1"
4048.0898522301814,"s038",f,5,1,"l1"
3092.8104013061234,"s038",f,5,1,"l1"
7247.888347471224,"s038",f,5,1,"l1"
3278.9347250771793,"s038",f,5,1,"l1"
4759.756275297655,"s038",f,5,1,"l1"
4462.618743567911,"s038",f,5,1,"l1"
4317.095240789344,"s038",f,5,1,"l1"
3485.3689590782183,"s038",f,5,1,"l1"
3615.4501068823224,"s038",f,5,1,"l1"
5773.695359399635,"s038",f,5,1,"l1"
1338.2081455870662,"s038",f,5,1,"l1"
4125.525220445942,"s038",f,5,1,"l1"
3840.5110847862575,"s038",f,5,1,"l1"
4158.48887372946,"s038",f,5,1,"l1"
6453.648012579667,"s038",f,5,1,"l1"
3767.9225799028404,"s038",f,5,1,"l1"
3952.9012377487265,"s038",f,5,1,"l1"
1352.1765730528912,"s038",f,5,1,"l1"
2254.6670928909416,"s038",f,5,1,"l1"
3216.0631585377314,"s038",f,5,1,"l1"
3675.1748525082935,"s038",f,5,1,"l1"
4958.426199686884,"s038",f,5,1,"l1"
3691.5180102555532,"s038",f,5,1,"l1"
4034.2098193553466,"s038",f,5,1,"l1"
3260.7393904484397,"s038",f,5,1,"l1"
1284.3740058662327,"s038",f,5,1,"l1"
4884.410309725413,"s038",f,5,1,"l1"
3000.8787551651244,"s038",f,5,1,"l1"
3683.6244740887505,"s038",f,5,1,"l1"
2841.9537646179333,"s038",f,5,1,"l1"
3800.049139627921,"s038",f,5,1,"l1"
4280.1732689230785,"s038",f,5,1,"l1"
4409.960811352877,"s038",f,5,1,"l1"
5570.440579970504,"s038",f,5,1,"l1"
645.2735136357601,"s038",f,5,1,"l1"
4620.2266841303945,"s038",f,5,1,"l1"
6073.871349880987,"s039",m,1,1,"informal"
686.7617360403492,"s039",m,1,1,"informal"
4169.919373792952,"s039",m,1,1,"informal"
2766.9914596929307,"s039",m,1,1,"informal"
3833.6600875790987,"s039",m,1,1,"informal"
4365.1133459712,"s039",m,1,1,"informal"
4457.486585489432,"s039",m,1,1,"informal"
3493.030735691255,"s039",m,1,1,"informal"
4557.237149267258,"s039",m,1,1,"informal"
3553.353935553042,"s039",m,1,1,"informal"
3587.8847504708096,"s039",m,1,1,"informal"
4601.684812749414,"s039",m,1,1,"informal"
3534.0699423306364,"s039",m,1,1,"informal"
5139.061933622867,"s039",m,1,1,"informal"
3631.951581698893,"s039",m,1,1,"informal"
3903.5013425477505,"s039",m,1,1,"informal"
5209.815377149197,"s039",m,1,1,"informal"
5056.851184814919,"s039",m,1,1,"informal"
5226.075611866801,"s039",m,1,1,"informal"
2475.4274350830524,"s039",m,1,1,"informal"
4590.863051711885,"s039",m,1,1,"informal"
4436.07054421558,"s039",m,1,1,"informal"
4525.348864417653,"s039",m,1,1,"informal"
4549.786786951116,"s039",m,1,1,"informal"
4539.517196315157,"s039",m,1,1,"informal"
4280.660060908708,"s039",m,1,1,"informal"
4872.979270736691,"s039",m,1,1,"informal"
3306.7087028188953,"s039",m,1,1,"informal"
3387.05969560691,"s039",m,1,1,"informal"
2997.3659647388513,"s039",m,1,1,"informal"
4110.909543481513,"s039",m,1,1,"informal"
4085.847875199755,"s039",m,1,1,"informal"
4687.0333503372885,"s039",m,1,1,"informal"
4364.7156950138415,"s039",m,1,1,"informal"
3838.85196571521,"s039",m,1,1,"informal"
4495.824453953106,"s039",m,1,1,"informal"
4055.2021476553273,"s039",m,1,1,"informal"
4201.089154105338,"s039",m,1,1,"informal"
1978.192734388859,"s039",m,1,1,"informal"
5225.102057651208,"s039",m,1,1,"informal"
3785.9549408535436,"s039",m,1,1,"informal"
4079.858045227698,"s039",m,1,1,"informal"
3803.821443780333,"s039",m,1,1,"informal"
4109.256337179963,"s039",m,1,1,"informal"
5646.465654282143,"s039",m,1,1,"informal"
4992.40294731063,"s039",m,1,1,"informal"
4338.159794504734,"s039",m,1,1,"informal"
3892.8714808576556,"s039",m,1,1,"informal"
2274.853837389789,"s039",m,1,1,"informal"
5582.2095109747,"s039",m,1,1,"informal"
4512.563908505851,"s039",m,1,1,"informal"
5680.086145003605,"s039",m,1,1,"informal"
3101.6910525660483,"s039",m,1,1,"informal"
5015.662245546207,"s039",m,1,1,"informal"
3469.856635395668,"s039",m,1,1,"l1"
4637.0839446130785,"s039",m,1,1,"l1"
527.6216239910441,"s039",m,1,1,"l1"
2781.4509689995007,"s039",m,1,1,"l1"
3349.8438084819495,"s039",m,1,1,"l1"
3751.8551821002707,"s039",m,1,1,"l1"
4816.706148682848,"s039",m,1,1,"l1"
4145.783293107201,"s039",m,1,1,"l1"
4097.829066260124,"s039",m,1,1,"l1"
4228.456555740838,"s039",m,1,1,"l1"
871.13191865321,"s039",m,1,1,"l1"
5053.07524512053,"s039",m,1,1,"l1"
5148.589099736677,"s039",m,1,1,"l1"
4904.953387221273,"s039",m,1,1,"l1"
1719.2240901508662,"s039",m,1,1,"l1"
4496.125373225434,"s039",m,1,1,"l1"
4359.720683299142,"s039",m,1,1,"l1"
3972.6249956316833,"s039",m,1,1,"l1"
4952.12231683112,"s039",m,1,1,"l1"
2999.4999313807184,"s039",m,1,1,"l1"
4111.91994733935,"s039",m,1,1,"l1"
4253.660397152177,"s039",m,1,1,"l1"
2813.3573465139093,"s039",m,1,1,"l1"
2490.613075846578,"s039",m,1,1,"l1"
1733.412034623921,"s039",m,1,1,"l1"
3851.250563167136,"s039",m,1,1,"l1"
4249.806679575065,"s039",m,1,1,"l1"
4590.591557407512,"s039",m,1,1,"l1"
5516.159985692309,"s039",m,1,1,"l1"
4410.22289737179,"s039",m,1,1,"l1"
5063.207506979588,"s039",m,1,1,"l1"
3816.187072179109,"s039",m,1,1,"l1"
4040.746709587151,"s039",m,1,1,"l1"
2711.9394673584466,"s039",m,1,1,"l1"
1657.5332115319884,"s039",m,1,1,"l1"
3480.652006038153,"s039",m,1,1,"l1"
3417.061042513154,"s039",m,1,1,"l1"
5125.682994344313,"s039",m,1,1,"l1"
3114.5408822624045,"s039",m,1,1,"l1"
3991.898590984475,"s039",m,1,1,"l1"
3196.7762825537357,"s039",m,1,1,"l1"
4477.607839266603,"s039",m,1,1,"l1"
4804.180326158025,"s039",m,1,1,"l1"
4366.252674494011,"s039",m,1,1,"l1"
2755.2862830138333,"s039",m,1,1,"l1"
5051.539053304601,"s039",m,1,1,"l1"
5140.57977905366,"s039",m,1,1,"l1"
5155.491583508504,"s039",m,1,1,"l1"
5000.402933665002,"s039",m,1,1,"l1"
4712.281265918999,"s039",m,1,1,"l1"
2564.680454558022,"s039",m,1,1,"l1"
1888.0372974266481,"s039",m,1,1,"l1"
3475.8770403038634,"s039",m,1,1,"l1"
3365.535670325339,"s039",m,1,1,"l1"
1430.530887205184,"s039",m,1,1,"l1"
4543.434778766139,"s039",m,5,1,"informal"
5819.805121850269,"s039",m,5,1,"informal"
6777.226717128516,"s039",m,5,1,"informal"
3241.4427363330105,"s039",m,5,1,"informal"
5002.978336471604,"s039",m,5,1,"informal"
4340.4096480196295,"s039",m,5,1,"informal"
2701.9693510175216,"s039",m,5,1,"informal"
4940.713577033642,"s039",m,5,1,"informal"
2587.0863523323023,"s039",m,5,1,"informal"
3920.1570854768147,"s039",m,5,1,"informal"
6204.592280281513,"s039",m,5,1,"informal"
2038.1818702538958,"s039",m,5,1,"informal"
4850.785497859542,"s039",m,5,1,"informal"
4763.939702816882,"s039",m,5,1,"informal"
4533.377182356421,"s039",m,5,1,"informal"
5520.959384612357,"s039",m,5,1,"informal"
4946.919447569154,"s039",m,5,1,"informal"
5198.510520054201,"s039",m,5,1,"informal"
4904.297943563346,"s039",m,5,1,"informal"
4826.769728049192,"s039",m,5,1,"informal"
2502.3519660670636,"s039",m,5,1,"informal"
4937.006494155423,"s039",m,5,1,"informal"
6548.1452340094975,"s039",m,5,1,"informal"
5451.108827264143,"s039",m,5,1,"informal"
5142.617975733585,"s039",m,5,1,"informal"
4707.046210805876,"s039",m,5,1,"informal"
5257.185587498986,"s039",m,5,1,"informal"
2969.8841104110934,"s039",m,5,1,"informal"
4091.4199942172804,"s039",m,5,1,"informal"
4802.176247075232,"s039",m,5,1,"informal"
4580.278898969229,"s039",m,5,1,"informal"
3862.442145872221,"s039",m,5,1,"informal"
1359.4581548064743,"s039",m,5,1,"informal"
